time_s,collisions_total,collisions_robot,collisions_obstacle
0.000,0,0,0
22.698,1,1,0
22.699,2,2,0
28.118,3,3,0
28.119,4,4,0
35.131,5,5,0
35.131,6,6,0
52.287,7,7,0
52.588,8,8,0
89.566,9,8,1
90.722,10,8,2
95.162,11,9,2
95.163,12,10,2
96.584,13,11,2
96.584,14,12,2
98.591,15,13,2
98.591,16,14,2
101.775,17,14,3
103.203,18,14,4
103.263,19,15,4
103.264,20,16,4
107.573,21,16,5
116.115,22,17,5
116.115,23,18,5
117.687,24,19,5
117.687,25,20,5
131.613,26,21,5
131.613,27,22,5
134.655,28,22,6
138.192,29,23,6
138.194,30,24,6
139.184,31,24,7
142.091,32,25,7
142.091,33,26,7
142.164,34,26,8
145.101,35,26,9
157.265,36,27,9
157.275,37,28,9
157.275,38,29,9
157.275,39,30,9
157.276,40,31,9
157.276,41,32,9
158.257,42,33,9
158.258,43,34,9
158.258,44,35,9
158.258,45,36,9
158.258,46,37,9
159.625,47,38,9
159.626,48,39,9
159.626,49,40,9
159.626,50,41,9
159.626,51,42,9
159.626,52,43,9
160.723,53,44,9
160.724,54,45,9
160.724,55,46,9
160.724,56,47,9
160.724,57,48,9
160.724,58,49,9
161.719,59,50,9
161.719,60,51,9
161.720,61,52,9
161.720,62,53,9
161.720,63,54,9
161.720,64,55,9
162.618,65,56,9
162.618,66,57,9
163.630,67,58,9
163.641,68,59,9
163.642,69,60,9
163.642,70,61,9
163.642,71,62,9
163.642,72,63,9
164.680,73,64,9
164.686,74,65,9
164.686,75,66,9
164.686,76,67,9
164.686,77,68,9
164.687,78,69,9
165.717,79,70,9
165.717,80,71,9
165.718,81,72,9
165.718,82,73,9
165.718,83,74,9
165.719,84,75,9
166.743,85,76,9
166.743,86,77,9
166.744,87,78,9
166.744,88,79,9
166.744,89,80,9
166.744,90,81,9
167.699,91,82,9
167.699,92,83,9
167.700,93,84,9
169.063,94,85,9
169.064,95,86,9
169.064,96,87,9
169.065,97,88,9
169.065,98,89,9
169.065,99,90,9
170.096,100,91,9
170.096,101,92,9
170.096,102,93,9
170.096,103,94,9
170.097,104,95,9
170.097,105,96,9
178.654,106,97,9
178.655,107,98,9
209.592,108,99,9
209.592,109,100,9
228.200,110,101,9
228.200,111,102,9
234.549,112,103,9
234.549,113,104,9
257.257,114,105,9
257.257,115,106,9
259.701,116,107,9
259.701,117,108,9
277.102,118,108,10
281.640,119,108,11
286.096,120,109,11
286.097,121,110,11
288.538,122,110,12
293.730,123,110,13
295.106,124,111,13
295.107,125,112,13
297.744,126,113,13
297.745,127,114,13
298.598,128,115,13
298.598,129,116,13
301.090,130,117,13
301.091,131,118,13
306.112,132,119,13
306.113,133,120,13
353.096,134,120,14
368.778,135,121,14
368.778,136,122,14
372.180,137,123,14
372.180,138,124,14
417.169,139,125,14
437.684,140,125,15
442.686,141,125,16
443.640,142,125,17
450.143,143,125,18
463.159,144,126,18
463.159,145,127,18
463.160,146,128,18
463.160,147,129,18
464.620,148,130,18
464.620,149,131,18
464.621,150,132,18
464.621,151,133,18
465.616,152,134,18
465.617,153,135,18
465.617,154,136,18
465.617,155,137,18
466.682,156,138,18
466.693,157,139,18
466.693,158,140,18
466.693,159,141,18
468.154,160,142,18
468.154,161,143,18
468.155,162,144,18
468.155,163,145,18
469.098,164,146,18
469.098,165,147,18
469.098,166,148,18
469.098,167,149,18
470.090,168,150,18
470.090,169,151,18
470.090,170,152,18
470.090,171,153,18
471.183,172,154,18
471.183,173,155,18
471.183,174,156,18
471.183,175,157,18
472.157,176,158,18
472.157,177,159,18
472.157,178,160,18
472.157,179,161,18
473.634,180,162,18
473.634,181,163,18
473.634,182,164,18
473.634,183,165,18
474.649,184,166,18
474.649,185,167,18
474.650,186,168,18
474.650,187,169,18
495.228,188,170,18
495.228,189,171,18
497.734,190,172,18
497.734,191,173,18
